------------------------------------------------------ 
:: Potential Love Number Partial Derivatives 
:: Computed at 11:33PM on March 14, 2024
------------------------------------------------------ 
n = 1 | Normalization: mu,kappa = (R_sc*(L_sc**2)*(T_sc**(-2))); rho = R_sc 
    L_sc = 6371000.0 | R_sc = 5500.0 | T_sc = 934.5127555294843 | pi*G = 1.0
 Radius(km)  Mu[non-dim]  Kappa[non-dim]  Rho[non-dim]  dhp_dmu  dhp_dK  dhp_drho  dlp_dmu  dlp_dK  dlp_drho  dkp_dmu  dkp_dK  dkp_drho 
5243.510390 0.763792 1.459612 0.846131 -0.000357 0.000936 nan -0.001925 -0.001020 nan -0.000004 -0.000002 -316.352722
5272.420380 0.756894 1.440959 0.843121 -0.000363 0.000955 nan -0.001944 -0.001035 nan -0.000004 -0.000002 -319.850883
5301.330370 0.749972 1.422253 0.840096 -0.000369 0.000974 nan -0.001963 -0.001051 nan -0.000004 -0.000002 -323.367955
5330.240360 0.743030 1.403503 0.837059 -0.000375 0.000994 nan -0.001982 -0.001067 nan -0.000004 -0.000002 -326.904586
5359.150350 0.736049 1.384676 0.833998 -0.000382 0.001014 nan -0.002002 -0.001084 nan -0.000004 -0.000002 -330.460119
5388.060340 0.729055 1.365824 0.830929 -0.000389 0.001035 nan -0.002023 -0.001101 nan -0.000004 -0.000002 -334.035221
5416.970330 0.722018 1.346884 0.827834 -0.000396 0.001057 nan -0.002043 -0.001117 nan -0.000004 -0.000002 -337.629215
5445.880320 0.714964 1.327909 0.824728 -0.000403 0.001079 nan -0.002065 -0.001135 nan -0.000004 -0.000002 -341.242785
5474.790310 0.707880 1.308871 0.821602 -0.000412 0.001101 nan -0.002086 -0.001152 nan -0.000004 -0.000002 -344.875242
5503.700300 0.700765 1.289774 0.818456 -0.000420 0.001124 nan -0.002108 -0.001170 nan -0.000004 -0.000002 -348.527280
5532.610290 0.693632 1.270642 0.815298 -0.000429 0.001148 nan -0.002131 -0.001188 nan -0.000004 -0.000002 -352.198200
5561.520280 0.686455 1.251431 0.812111 -0.000439 0.001173 nan -0.002154 -0.001207 nan -0.000004 -0.000002 -355.888707
5590.430270 0.679268 1.232200 0.808918 -0.000448 0.001198 nan -0.002178 -0.001225 nan -0.000004 -0.000002 -359.598089
5619.340260 0.662991 1.215747 0.805695 -0.000462 0.001214 nan -0.002234 -0.001225 nan -0.000004 -0.000002 -363.327066
5648.250250 0.642425 1.200737 0.802455 -0.000478 0.001225 nan -0.002308 -0.001214 nan -0.000005 -0.000002 -367.074908
5677.160240 0.622177 1.185705 0.799197 -0.000495 0.001236 nan -0.002386 -0.001202 nan -0.000005 -0.000002 -370.842354
5706.070230 0.483726 0.997969 0.725625 -0.000788 0.001386 nan -0.002566 -0.001159 nan -0.000005 -0.000002 -374.628602
5734.980220 0.479035 0.987167 0.724402 -0.000797 0.001406 nan -0.002614 -0.001169 nan -0.000005 -0.000002 -378.434396
5763.890210 0.474371 0.976437 0.723178 -0.000805 0.001426 nan -0.002662 -0.001179 nan -0.000005 -0.000002 -382.259280
5792.800200 0.459173 0.946661 0.717880 -0.000852 0.001470 nan -0.002716 -0.001191 nan -0.000005 -0.000002 -386.103542
5821.710190 0.440968 0.911369 0.711255 -0.000914 0.001522 nan -0.002774 -0.001202 nan -0.000005 -0.000002 -389.966888
5850.620180 0.423241 0.876949 0.704631 -0.000980 0.001577 nan -0.002835 -0.001214 nan -0.000005 -0.000002 -393.849617
5879.530170 0.405987 0.843396 0.698006 -0.001050 0.001634 nan -0.002899 -0.001225 nan -0.000005 -0.000002 -397.751427
5908.440160 0.389195 0.810692 0.691381 -0.001126 0.001692 nan -0.002966 -0.001235 nan -0.000005 -0.000002 -401.672623
5937.350150 0.372861 0.778825 0.684756 -0.001207 0.001754 nan -0.003036 -0.001244 nan -0.000005 -0.000002 -405.612897
5966.260140 0.356978 0.747787 0.678131 -0.001293 0.001817 nan -0.003110 -0.001253 nan -0.000005 -0.000002 -409.572560
5995.170130 0.311858 0.667541 0.641606 -0.001593 0.001993 nan -0.003246 -0.001255 nan -0.000005 -0.000002 -413.551384
6024.080120 0.307695 0.654296 0.638467 -0.001629 0.002033 nan -0.003299 -0.001269 nan -0.000005 -0.000002 -417.549457
6052.990110 0.303569 0.641218 0.635328 -0.001666 0.002074 nan -0.003353 -0.001282 nan -0.000005 -0.000002 -421.566716
6081.900100 0.299481 0.628309 0.632189 -0.001704 0.002114 nan -0.003407 -0.001294 nan -0.000005 -0.000002 -425.603256
6110.810090 0.295428 0.615563 0.629050 -0.001744 0.002156 nan -0.003462 -0.001307 nan -0.000005 -0.000002 -429.658980
6139.720080 0.291414 0.602987 0.625912 -0.001785 0.002197 nan -0.003517 -0.001319 nan -0.000006 -0.000002 -433.733985
6168.630070 0.257526 0.498335 0.611164 -0.002289 0.002642 nan -0.003411 -0.001451 nan -0.000005 -0.000002 -437.828196
6197.540060 0.259009 0.500913 0.611736 -0.002262 0.002623 nan -0.003481 -0.001445 nan -0.000005 -0.000002 -441.941643
6226.450050 0.260499 0.503497 0.612307 -0.002234 0.002603 nan -0.003552 -0.001439 nan -0.000005 -0.000002 -446.074323
6255.360040 0.261993 0.506091 0.612879 -0.002204 0.002584 nan -0.003625 -0.001433 nan -0.000006 -0.000002 -450.226236
6284.270030 0.263492 0.508693 0.613450 -0.002174 0.002565 nan -0.003700 -0.001427 nan -0.000006 -0.000002 -454.397381
6313.180020 0.264997 0.511302 0.614021 -0.002142 0.002546 nan -0.003776 -0.001421 nan -0.000006 -0.000002 -458.587760
6342.090010 0.266507 0.513921 0.614593 -0.002109 0.002528 nan -0.003855 -0.001416 nan -0.000006 -0.000002 -462.797371
6371.000000 0.104151 0.203285 0.415164 -0.007832 0.005463 nan -0.004016 -0.001406 nan -0.000006 -0.000002 -467.023414
