------------------------------------------------------ 
:: Shear Love Number Partial Derivatives 
:: Computed at 11:33PM on March 14, 2024
------------------------------------------------------ 
n = 4 | Normalization: mu,kappa = (R_sc*(L_sc**2)*(T_sc**(-2))); rho = R_sc 
    L_sc = 6371000.0 | R_sc = 5500.0 | T_sc = 934.5127555294843 | pi*G = 1.0
 Radius(km)  Mu[non-dim]  Kappa[non-dim]  Rho[non-dim]  dhs_dmu  dhs_dK  dhs_drho  dls_dmu  dls_dK  dls_drho  dks_dmu  dks_dK  dks_drho 
3913.650850 1.066446 2.305519 0.972779 0.147750 -0.000394 -0.117849 -0.016757 -0.000295 0.241568 0.034052 -0.000606 -0.001956
3942.560840 1.059740 2.285794 0.970162 0.148317 -0.000174 -0.120719 -0.016539 -0.000404 0.245370 0.034254 -0.000666 -0.002454
3971.470830 1.053073 2.266266 0.967543 0.148838 0.000128 -0.123733 -0.016309 -0.000531 0.249225 0.034445 -0.000716 -0.002977
4000.380820 1.046429 2.246859 0.964923 0.149257 0.000514 -0.126584 -0.016062 -0.000676 0.253081 0.034611 -0.000755 -0.003477
4029.290810 1.039805 2.227568 0.962300 0.149518 0.000984 -0.129591 -0.015791 -0.000840 0.256990 0.034740 -0.000785 -0.004003
4058.200800 1.033213 2.208447 0.959674 0.149571 0.001540 -0.132436 -0.015491 -0.001023 0.260903 0.034821 -0.000805 -0.004504
4087.110790 1.026631 2.189384 0.957048 0.149381 0.002183 -0.135449 -0.015161 -0.001226 0.264871 0.034845 -0.000815 -0.005033
4116.020780 1.020082 2.170505 0.954417 0.148903 0.002916 -0.138303 -0.014797 -0.001450 0.268842 0.034802 -0.000816 -0.005537
4144.930770 1.013541 2.151680 0.951783 0.148110 0.003742 -0.141336 -0.014398 -0.001696 0.272872 0.034685 -0.000808 -0.006069
4173.840760 1.007019 2.132967 0.949144 0.146969 0.004662 -0.144213 -0.013963 -0.001964 0.276907 0.034487 -0.000791 -0.006574
4202.750750 1.000512 2.114349 0.946502 0.145455 0.005681 -0.147282 -0.013493 -0.002255 0.281002 0.034201 -0.000765 -0.007108
4231.660740 0.994014 2.095796 0.943858 0.143542 0.006801 -0.150199 -0.012989 -0.002571 0.285102 0.033822 -0.000731 -0.007614
4260.570730 0.987532 2.077354 0.941206 0.141208 0.008027 -0.153320 -0.012451 -0.002912 0.289266 0.033343 -0.000687 -0.008148
4289.480720 0.981054 2.058945 0.938552 0.138433 0.009363 -0.156291 -0.011883 -0.003280 0.293436 0.032760 -0.000635 -0.008652
4318.390710 0.974587 2.040634 0.935890 0.135196 0.010814 -0.159481 -0.011286 -0.003676 0.297673 0.032068 -0.000574 -0.009184
4347.300700 0.968124 2.022365 0.933224 0.131480 0.012383 -0.162525 -0.010665 -0.004101 0.301916 0.031262 -0.000504 -0.009684
4376.210690 0.961666 2.004156 0.930553 0.127269 0.014078 -0.165802 -0.010025 -0.004557 0.306229 0.030338 -0.000425 -0.010210
4405.120680 0.955211 1.985997 0.927874 0.122546 0.015903 -0.168937 -0.009369 -0.005045 0.310550 0.029290 -0.000337 -0.010701
4434.030670 0.948758 1.967862 0.925191 0.117297 0.017865 -0.172320 -0.008705 -0.005567 0.314943 0.028115 -0.000240 -0.011217
4462.940660 0.942305 1.949790 0.922499 0.111506 0.019970 -0.175566 -0.008038 -0.006124 0.319346 0.026809 -0.000134 -0.011695
4491.850650 0.935852 1.931732 0.919802 0.105163 0.022226 -0.179073 -0.007376 -0.006719 0.323824 0.025368 -0.000018 -0.012194
4520.760640 0.929395 1.913709 0.917095 0.098253 0.024639 -0.182450 -0.006728 -0.007353 0.328313 0.023788 0.000108 -0.012652
4549.670630 0.922933 1.895702 0.914382 0.090767 0.027219 -0.186105 -0.006102 -0.008029 0.332879 0.022065 0.000243 -0.013129
4578.580620 0.916466 1.877712 0.911661 0.082692 0.029973 -0.189635 -0.005509 -0.008748 0.337458 0.020196 0.000389 -0.013558
4607.490610 0.909991 1.859736 0.908929 0.074021 0.032910 -0.193459 -0.004961 -0.009514 0.342117 0.018177 0.000545 -0.014003
4636.400600 0.903513 1.841764 0.906193 0.064742 0.036041 -0.197165 -0.004469 -0.010327 0.346791 0.016005 0.000712 -0.014395
4665.310590 0.897021 1.823795 0.903443 0.054851 0.039374 -0.201183 -0.004048 -0.011191 0.351549 0.013676 0.000890 -0.014798
4694.220580 0.890523 1.805825 0.900688 0.044340 0.042922 -0.205089 -0.003712 -0.012109 0.356322 0.011188 0.001079 -0.015141
4723.130570 0.884011 1.787849 0.897921 0.033203 0.046694 -0.209326 -0.003478 -0.013084 0.361182 0.008538 0.001280 -0.015490
4752.040560 0.877487 1.769864 0.895145 0.021438 0.050705 -0.213459 -0.003364 -0.014117 0.366060 0.005724 0.001493 -0.015770
4780.950550 0.870954 1.751871 0.892361 0.009042 0.054965 -0.217942 -0.003389 -0.015213 0.371027 0.002742 0.001718 -0.016050
4809.860540 0.864398 1.733853 0.889561 -0.003984 0.059489 -0.222329 -0.003575 -0.016375 0.376013 -0.000409 0.001956 -0.016253
4838.770530 0.857835 1.715825 0.886757 -0.017641 0.064290 -0.227086 -0.003944 -0.017606 0.381093 -0.003730 0.002207 -0.016446
4867.680520 0.851246 1.697757 0.883934 -0.031924 0.069386 -0.231757 -0.004521 -0.018911 0.386192 -0.007223 0.002472 -0.016552
4896.590510 0.844646 1.679673 0.881104 -0.046827 0.074789 -0.236818 -0.005334 -0.020292 0.391388 -0.010889 0.002750 -0.016640
4925.500500 0.838028 1.661560 0.878263 -0.062343 0.080519 -0.241803 -0.006411 -0.021754 0.396606 -0.014728 0.003043 -0.016629
4954.410490 0.831387 1.643408 0.875407 -0.078461 0.086592 -0.247200 -0.007784 -0.023301 0.401923 -0.018739 0.003352 -0.016588
4983.320480 0.824734 1.625234 0.872545 -0.095167 0.093027 -0.252531 -0.009488 -0.024938 0.407263 -0.022923 0.003675 -0.016435
5012.230470 0.818048 1.607000 0.869661 -0.112445 0.099846 -0.258298 -0.011559 -0.026670 0.412705 -0.027277 0.004014 -0.016240
5041.140460 0.811351 1.588748 0.866771 -0.130274 0.107066 -0.264010 -0.014037 -0.028501 0.418172 -0.031800 0.004370 -0.015917
5070.050450 0.804625 1.570438 0.863863 -0.148631 0.114713 -0.270180 -0.016965 -0.030437 0.423744 -0.036488 0.004743 -0.015538
5098.960440 0.797879 1.552089 0.860944 -0.167487 0.122809 -0.276308 -0.020390 -0.032484 0.429341 -0.041337 0.005133 -0.015013
5127.870430 0.791112 1.533696 0.858011 -0.186811 0.131378 -0.282919 -0.024360 -0.034647 0.435045 -0.046344 0.005541 -0.014415
5156.780420 0.784315 1.515242 0.855060 -0.206568 0.140449 -0.289500 -0.028929 -0.036932 0.440776 -0.051502 0.005968 -0.013653
5185.690410 0.777506 1.496766 0.852103 -0.226710 0.150044 -0.296588 -0.034156 -0.039346 0.446616 -0.056802 0.006413 -0.012797
5214.600400 0.770655 1.478201 0.849120 -0.247200 0.160201 -0.303662 -0.040101 -0.041896 0.452483 -0.062239 0.006879 -0.011755
5243.510390 0.763792 1.459612 0.846131 -0.267975 0.170942 -0.311267 -0.046832 -0.044589 0.458461 -0.067801 0.007364 -0.010598
5272.420380 0.756894 1.440959 0.843121 -0.288984 0.182305 -0.318871 -0.054420 -0.047432 0.464465 -0.073479 0.007870 -0.009230
5301.330370 0.749972 1.422253 0.840096 -0.310157 0.194324 -0.327033 -0.062940 -0.050433 0.470583 -0.079257 0.008397 -0.007722
5330.240360 0.743030 1.403503 0.837059 -0.331418 0.207033 -0.335209 -0.072476 -0.053601 0.476726 -0.085122 0.008946 -0.005973
5359.150350 0.736049 1.384676 0.833998 -0.352698 0.220476 -0.343970 -0.083116 -0.056944 0.482983 -0.091058 0.009517 -0.004058
5388.060340 0.729055 1.365824 0.830929 -0.373890 0.234685 -0.352759 -0.094953 -0.060472 0.489264 -0.097043 0.010111 -0.001870
5416.970330 0.722018 1.346884 0.827834 -0.394919 0.249715 -0.362161 -0.108091 -0.064195 0.495659 -0.103060 0.010727 0.000517
5445.880320 0.714964 1.327909 0.824728 -0.415657 0.265601 -0.371606 -0.122635 -0.068122 0.502076 -0.109081 0.011367 0.003211
5474.790310 0.707880 1.308871 0.821602 -0.435998 0.282399 -0.381691 -0.138705 -0.072265 0.508606 -0.115083 0.012032 0.006141
5503.700300 0.700765 1.289774 0.818456 -0.455814 0.300157 -0.391834 -0.156423 -0.076634 0.515155 -0.121034 0.012720 0.009419
5532.610290 0.693632 1.270642 0.815298 -0.474953 0.318927 -0.402644 -0.175922 -0.081241 0.521815 -0.126901 0.013432 0.012972
5561.520280 0.686455 1.251431 0.812111 -0.493288 0.338774 -0.413528 -0.197349 -0.086101 0.528489 -0.132651 0.014169 0.016918
5590.430270 0.679268 1.232200 0.808918 -0.510620 0.359747 -0.425107 -0.220852 -0.091223 0.535272 -0.138237 0.014931 0.021185
5619.340260 0.662991 1.215747 0.805695 -0.536592 0.379986 -0.436781 -0.250661 -0.095530 0.542064 -0.146085 0.015723 0.025910
5648.250250 0.642425 1.200737 0.802455 -0.567590 0.399970 -0.449212 -0.286457 -0.099388 0.548969 -0.155322 0.016503 0.031079
5677.160240 0.622177 1.185705 0.799197 -0.598770 0.420588 -0.461790 -0.327004 -0.103311 0.555881 -0.164744 0.017257 0.036834
5706.070230 0.483726 0.997969 0.725625 -0.909701 0.512619 -0.475440 -0.464444 -0.112141 0.562965 -0.234876 0.022265 0.043244
5734.980220 0.479035 0.987167 0.724402 -0.926701 0.538806 -0.490403 -0.514336 -0.118258 0.570330 -0.240713 0.022807 0.050900
5763.890210 0.474371 0.976437 0.723178 -0.940636 0.566139 -0.506055 -0.568664 -0.124630 0.577734 -0.245934 0.023338 0.059167
5792.800200 0.459173 0.946661 0.717880 -0.990056 0.606342 -0.522150 -0.643015 -0.132357 0.585141 -0.258640 0.024457 0.068172
5821.710190 0.440968 0.911369 0.711255 -1.053682 0.653419 -0.539237 -0.732273 -0.140884 0.592632 -0.274132 0.025777 0.078003
5850.620180 0.423241 0.876949 0.704631 -1.119400 0.703989 -0.557039 -0.833517 -0.149883 0.600155 -0.289745 0.027096 0.088792
5879.530170 0.405987 0.843396 0.698006 -1.186990 0.758307 -0.575964 -0.948363 -0.159371 0.607747 -0.305314 0.028402 0.100564
5908.440160 0.389195 0.810692 0.691381 -1.256208 0.816654 -0.595730 -1.078687 -0.169361 0.615350 -0.320641 0.029684 0.113460
5937.350150 0.372861 0.778825 0.684756 -1.326691 0.879328 -0.616759 -1.226616 -0.179869 0.622996 -0.335469 0.030927 0.127521
5966.260140 0.356978 0.747787 0.678131 -1.397981 0.946642 -0.638773 -1.394596 -0.190905 0.630621 -0.349485 0.032114 0.142906
5995.170130 0.311858 0.667541 0.641606 -1.735932 1.089472 -0.663619 -1.781773 -0.206218 0.638500 -0.416869 0.035915 0.160452
6024.080120 0.307695 0.654296 0.638467 -1.725181 1.151937 -0.689685 -1.942693 -0.218839 0.646296 -0.410798 0.036201 0.179486
6052.990110 0.303569 0.641218 0.635328 -1.705287 1.217553 -0.716752 -2.116857 -0.232041 0.653934 -0.401944 0.036395 0.199910
6081.900100 0.299481 0.628309 0.632189 -1.675116 1.286452 -0.744698 -2.305169 -0.245840 0.661367 -0.389948 0.036485 0.221831
6110.810090 0.295428 0.615563 0.629050 -1.633481 1.358786 -0.773657 -2.508604 -0.260257 0.668578 -0.374426 0.036460 0.245321
6139.720080 0.291414 0.602987 0.625912 -1.579069 1.434679 -0.803498 -2.728178 -0.275307 0.675516 -0.354954 0.036306 0.270497
6168.630070 0.257526 0.498335 0.611164 -1.978216 1.794638 -0.837569 -3.370736 -0.322586 0.682661 -0.392899 0.042439 0.298433
6197.540060 0.259009 0.500913 0.611736 -1.831128 1.847406 -0.873255 -3.563446 -0.337105 0.689517 -0.348939 0.040681 0.328467
6226.450050 0.260499 0.503497 0.612307 -1.665844 1.901503 -0.909328 -3.769777 -0.352030 0.695856 -0.301395 0.038847 0.360316
6255.360040 0.261993 0.506091 0.612879 -1.481031 1.956957 -0.945705 -3.990088 -0.367367 0.701633 -0.249930 0.036936 0.394073
6284.270030 0.263492 0.508693 0.613450 -1.275326 2.013813 -0.982298 -4.224735 -0.383126 0.706799 -0.194203 0.034947 0.429833
6313.180020 0.264997 0.511302 0.614021 -1.047361 2.072125 -1.019015 -4.474112 -0.399319 0.711305 -0.133871 0.032880 0.467695
6342.090010 0.266507 0.513921 0.614593 -0.795724 2.131921 -1.055756 -4.738649 -0.415953 0.715100 -0.068584 0.030735 0.507762
6371.000000 0.104151 0.203285 0.415164 -5.229878 4.642907 -1.138819 -20.831023 -0.452429 0.721434 -0.010269 0.030075 0.568694
