------------------------------------------------------ 
:: Shear Love Number Partial Derivatives 
:: Computed at 11:33PM on March 14, 2024
------------------------------------------------------ 
n = 2 | Normalization: mu,kappa = (R_sc*(L_sc**2)*(T_sc**(-2))); rho = R_sc 
    L_sc = 6371000.0 | R_sc = 5500.0 | T_sc = 934.5127555294843 | pi*G = 1.0
 Radius(km)  Mu[non-dim]  Kappa[non-dim]  Rho[non-dim]  dhs_dmu  dhs_dK  dhs_drho  dls_dmu  dls_dK  dls_drho  dks_dmu  dks_dK  dks_drho 
4087.110790 1.026631 2.189384 0.957048 -0.310712 0.050082 -0.054708 -0.075877 -0.028437 0.797325 -0.146306 0.000950 0.055301
4116.020780 1.020082 2.170505 0.954417 -0.319001 0.053899 -0.057314 -0.080662 -0.029633 0.809123 -0.150534 0.001771 0.056953
4144.930770 1.013541 2.151680 0.951783 -0.327477 0.057865 -0.060435 -0.085732 -0.030876 0.821010 -0.154865 0.002622 0.058498
4173.840760 1.007019 2.132967 0.949144 -0.336116 0.061983 -0.063191 -0.091098 -0.032166 0.833012 -0.159288 0.003503 0.060311
4202.750750 1.000512 2.114349 0.946502 -0.344898 0.066258 -0.066487 -0.096771 -0.033504 0.845104 -0.163794 0.004414 0.062013
4231.660740 0.994014 2.095796 0.943858 -0.353804 0.070696 -0.069403 -0.102762 -0.034893 0.857310 -0.168374 0.005358 0.064000
4260.570730 0.987532 2.077354 0.941206 -0.362812 0.075301 -0.072881 -0.109084 -0.036333 0.869606 -0.173019 0.006333 0.065873
4289.480720 0.981054 2.058945 0.938552 -0.371907 0.080081 -0.075967 -0.115748 -0.037827 0.882018 -0.177722 0.007343 0.068043
4318.390710 0.974587 2.040634 0.935890 -0.381067 0.085038 -0.079633 -0.122769 -0.039376 0.894519 -0.182471 0.008386 0.070102
4347.300700 0.968124 2.022365 0.933224 -0.390275 0.090182 -0.082900 -0.130158 -0.040983 0.907135 -0.187260 0.009465 0.072470
4376.210690 0.961666 2.004156 0.930553 -0.399513 0.095516 -0.086755 -0.137930 -0.042648 0.919840 -0.192081 0.010580 0.074731
4405.120680 0.955211 1.985997 0.927874 -0.408762 0.101048 -0.090210 -0.146101 -0.044373 0.932662 -0.196924 0.011732 0.077312
4434.030670 0.948758 1.967862 0.925191 -0.418005 0.106785 -0.094264 -0.154684 -0.046162 0.945571 -0.201781 0.012923 0.079791
4462.940660 0.942305 1.949790 0.922499 -0.427222 0.112732 -0.097913 -0.163697 -0.048015 0.958596 -0.206644 0.014153 0.082600
4491.850650 0.935852 1.931732 0.919802 -0.436397 0.118897 -0.102176 -0.173154 -0.049935 0.971708 -0.211505 0.015422 0.085311
4520.760640 0.929395 1.913709 0.917095 -0.445512 0.125287 -0.106020 -0.183075 -0.051924 0.984937 -0.216354 0.016733 0.088369
4549.670630 0.922933 1.895702 0.914382 -0.454548 0.131911 -0.110501 -0.193476 -0.053984 0.998251 -0.221185 0.018087 0.091330
4578.580620 0.916466 1.877712 0.911661 -0.463487 0.138774 -0.114545 -0.204376 -0.056118 1.011681 -0.225987 0.019484 0.094656
4607.490610 0.909991 1.859736 0.908929 -0.472311 0.145887 -0.119248 -0.215795 -0.058327 1.025195 -0.230752 0.020925 0.097886
4636.400600 0.903513 1.841764 0.906193 -0.480998 0.153256 -0.123499 -0.227751 -0.060616 1.038825 -0.235470 0.022412 0.101500
4665.310590 0.897021 1.823795 0.903443 -0.489533 0.160892 -0.128430 -0.240268 -0.062984 1.052537 -0.240133 0.023946 0.105020
4694.220580 0.890523 1.805825 0.900688 -0.497894 0.168802 -0.132897 -0.253365 -0.065437 1.066365 -0.244731 0.025528 0.108941
4723.130570 0.884011 1.787849 0.897921 -0.506063 0.176996 -0.138055 -0.267066 -0.067975 1.080273 -0.249254 0.027159 0.112776
4752.040560 0.877487 1.769864 0.895145 -0.514019 0.185484 -0.142744 -0.281394 -0.070603 1.094294 -0.253692 0.028841 0.117026
4780.950550 0.870954 1.751871 0.892361 -0.521738 0.194276 -0.148133 -0.296372 -0.073323 1.108395 -0.258034 0.030575 0.121200
4809.860540 0.864398 1.733853 0.889561 -0.529209 0.203383 -0.153047 -0.312029 -0.076138 1.122608 -0.262273 0.032362 0.125804
4838.770530 0.857835 1.715825 0.886757 -0.536397 0.212815 -0.158675 -0.328386 -0.079050 1.136897 -0.266391 0.034203 0.130339
4867.680520 0.851246 1.697757 0.883934 -0.543295 0.222585 -0.163815 -0.345477 -0.082065 1.151297 -0.270385 0.036101 0.135324
4896.590510 0.844646 1.679673 0.881104 -0.549869 0.232702 -0.169688 -0.363325 -0.085184 1.165770 -0.274237 0.038055 0.140247
4925.500500 0.838028 1.661560 0.878263 -0.556099 0.243181 -0.175055 -0.381962 -0.088411 1.180352 -0.277936 0.040069 0.145643
4954.410490 0.831387 1.643408 0.875407 -0.561965 0.254034 -0.181175 -0.401419 -0.091750 1.195005 -0.281472 0.042143 0.150982
4983.320480 0.824734 1.625234 0.872545 -0.567434 0.265272 -0.186770 -0.421725 -0.095204 1.209764 -0.284826 0.044279 0.156817
5012.230470 0.818048 1.607000 0.869661 -0.572499 0.276915 -0.193140 -0.442922 -0.098778 1.224590 -0.287994 0.046479 0.162603
5041.140460 0.811351 1.588748 0.866771 -0.577111 0.288970 -0.198969 -0.465033 -0.102476 1.239519 -0.290951 0.048743 0.168907
5070.050450 0.804625 1.570438 0.863863 -0.581265 0.301458 -0.205586 -0.488105 -0.106301 1.254512 -0.293690 0.051075 0.175173
5098.960440 0.797879 1.552089 0.860944 -0.584920 0.314392 -0.211652 -0.512169 -0.110258 1.269605 -0.296192 0.053474 0.181980
5127.870430 0.791112 1.533696 0.858011 -0.588053 0.327789 -0.218516 -0.537265 -0.114352 1.284757 -0.298440 0.055945 0.188762
5156.780420 0.784315 1.515242 0.855060 -0.590642 0.341668 -0.224818 -0.563440 -0.118587 1.300005 -0.300422 0.058487 0.196107
5185.690410 0.777506 1.496766 0.852103 -0.592637 0.356041 -0.231929 -0.590724 -0.122967 1.315307 -0.302110 0.061103 0.203441
5214.600400 0.770655 1.478201 0.849120 -0.594043 0.370939 -0.238467 -0.619181 -0.127500 1.330702 -0.303502 0.063795 0.211362
5243.510390 0.763792 1.459612 0.846131 -0.594792 0.386368 -0.245829 -0.648838 -0.132188 1.346145 -0.304563 0.066564 0.219285
5272.420380 0.756894 1.440959 0.843121 -0.594879 0.402355 -0.252597 -0.679760 -0.137038 1.361676 -0.305283 0.069414 0.227824
5301.330370 0.749972 1.422253 0.840096 -0.594259 0.418922 -0.260209 -0.711988 -0.142055 1.377250 -0.305637 0.072345 0.236378
5330.240360 0.743030 1.403503 0.837059 -0.592892 0.436089 -0.267204 -0.745573 -0.147246 1.392905 -0.305600 0.075359 0.245579
5359.150350 0.736049 1.384676 0.833998 -0.590767 0.453885 -0.275063 -0.780586 -0.152616 1.408597 -0.305159 0.078460 0.254808
5388.060340 0.729055 1.365824 0.830929 -0.587812 0.472324 -0.282285 -0.817060 -0.158171 1.424366 -0.304275 0.081649 0.264715
5416.970330 0.722018 1.346884 0.827834 -0.584033 0.491447 -0.290386 -0.855086 -0.163920 1.440163 -0.302940 0.084928 0.274668
5445.880320 0.714964 1.327909 0.824728 -0.579355 0.511267 -0.297833 -0.894700 -0.169868 1.456029 -0.301112 0.088300 0.285329
5474.790310 0.707880 1.308871 0.821602 -0.573760 0.531822 -0.306170 -0.935984 -0.176022 1.471917 -0.298772 0.091766 0.296056
5503.700300 0.700765 1.289774 0.818456 -0.567203 0.553140 -0.313838 -0.979006 -0.182391 1.487867 -0.295889 0.095331 0.307524
5532.610290 0.693632 1.270642 0.815298 -0.559626 0.575244 -0.322407 -1.023824 -0.188980 1.503829 -0.292426 0.098994 0.319078
5561.520280 0.686455 1.251431 0.812111 -0.551024 0.598181 -0.330289 -1.070551 -0.195800 1.519845 -0.288364 0.102760 0.331408
5590.430270 0.679268 1.232200 0.808918 -0.541302 0.621968 -0.339085 -1.119217 -0.202857 1.535863 -0.283649 0.106629 0.343846
5619.340260 0.662991 1.215747 0.805695 -0.536670 0.640489 -0.347193 -1.191145 -0.207173 1.551925 -0.281557 0.109093 0.357125
5648.250250 0.642425 1.200737 0.802455 -0.533815 0.656082 -0.356307 -1.279877 -0.209966 1.567967 -0.280371 0.110718 0.370661
5677.160240 0.622177 1.185705 0.799197 -0.529426 0.671712 -0.364778 -1.376153 -0.212682 1.584026 -0.278332 0.112223 0.385197
5706.070230 0.483726 0.997969 0.725625 -0.820234 0.745975 -0.374848 -1.939578 -0.215008 1.600105 -0.394245 0.114609 0.400195
5734.980220 0.479035 0.987167 0.724402 -0.795400 0.771024 -0.386477 -2.022916 -0.222186 1.616459 -0.381096 0.117762 0.417036
5763.890210 0.474371 0.976437 0.723178 -0.768155 0.796669 -0.398544 -2.109665 -0.229515 1.632739 -0.366655 0.120939 0.434388
5792.800200 0.459173 0.946661 0.717880 -0.778064 0.833783 -0.410435 -2.265246 -0.237928 1.648985 -0.366097 0.124758 0.452629
5821.710190 0.440968 0.911369 0.711255 -0.800972 0.876517 -0.423229 -2.457414 -0.246951 1.665196 -0.369509 0.128813 0.471591
5850.620180 0.423241 0.876949 0.704631 -0.824227 0.921571 -0.436202 -2.668333 -0.256275 1.681395 -0.371789 0.132880 0.491652
5879.530170 0.405987 0.843396 0.698006 -0.847752 0.969075 -0.450167 -2.900056 -0.265901 1.697531 -0.372700 0.136944 0.512541
5908.440160 0.389195 0.810692 0.691381 -0.871500 1.019176 -0.464372 -3.154998 -0.275824 1.713622 -0.371984 0.140990 0.534649
5937.350150 0.372861 0.778825 0.684756 -0.895373 1.072025 -0.479653 -3.435805 -0.286039 1.729615 -0.369326 0.144999 0.557708
5966.260140 0.356978 0.747787 0.678131 -0.919263 1.127778 -0.495249 -3.745497 -0.296536 1.745522 -0.364360 0.148950 0.582121
5995.170130 0.311858 0.667541 0.641606 -1.161815 1.243772 -0.513746 -4.673281 -0.308681 1.761481 -0.434869 0.154101 0.608566
6024.080120 0.307695 0.654296 0.638467 -1.116905 1.294850 -0.532830 -4.871359 -0.321424 1.777258 -0.398342 0.158209 0.636310
6052.990110 0.303569 0.641218 0.635328 -1.068331 1.347620 -0.552253 -5.078150 -0.334516 1.792774 -0.358914 0.162316 0.665127
6081.900100 0.299481 0.628309 0.632189 -1.015897 1.402119 -0.571742 -5.293966 -0.347960 1.808024 -0.316408 0.166415 0.695169
6110.810090 0.295428 0.615563 0.629050 -0.959432 1.458399 -0.591557 -5.519179 -0.361759 1.822969 -0.270643 0.170499 0.726361
6139.720080 0.291414 0.602987 0.625912 -0.898708 1.516484 -0.611416 -5.754111 -0.375911 1.837600 -0.221420 0.174557 0.758859
6168.630070 0.257526 0.498335 0.611164 -1.252261 1.834880 -0.635104 -7.000326 -0.428427 1.852340 -0.268655 0.196665 0.793463
6197.540060 0.259009 0.500913 0.611736 -1.122204 1.866071 -0.659569 -7.081172 -0.440363 1.866749 -0.189030 0.198319 0.829589
6226.450050 0.260499 0.503497 0.612307 -0.987290 1.897370 -0.683488 -7.168980 -0.452405 1.880641 -0.108358 0.199954 0.866938
6255.360040 0.261993 0.506091 0.612879 -0.847396 1.928767 -0.706816 -7.263612 -0.464547 1.893993 -0.026539 0.201569 0.905536
6284.270030 0.263492 0.508693 0.613450 -0.702404 1.960269 -0.729508 -7.364867 -0.476791 1.906782 0.056525 0.203164 0.945413
6313.180020 0.264997 0.511302 0.614021 -0.552215 1.991891 -0.751519 -7.472588 -0.489138 1.918984 0.140923 0.204743 0.986597
6342.090010 0.266507 0.513921 0.614593 -0.396706 2.023622 -0.772805 -7.586637 -0.501585 1.930577 0.226749 0.206304 1.029117
6371.000000 0.104151 0.203285 0.415164 -3.998226 4.009759 -0.839835 -36.909078 -0.526872 1.942011 0.312178 0.209441 1.084536
