------------------------------------------------------ 
:: Load Love Number Partial Derivatives 
:: Computed at 11:33PM on March 14, 2024
------------------------------------------------------ 
n = 1 | Normalization: mu,kappa = (R_sc*(L_sc**2)*(T_sc**(-2))); rho = R_sc 
    L_sc = 6371000.0 | R_sc = 5500.0 | T_sc = 934.5127555294843 | pi*G = 1.0
 Radius(km)  Mu[non-dim]  Kappa[non-dim]  Rho[non-dim]  dhl_dmu  dhl_dK  dhl_drho  dll_dmu  dll_dK  dll_drho  dkl_dmu  dkl_dK  dkl_drho 
4434.030670 0.948758 1.967862 0.925191 0.018800 0.159168 -0.866971 0.100750 -0.192545 0.562666 0.000280 -0.000549 0.000280
4462.940660 0.942305 1.949790 0.922499 0.018885 0.164383 -0.878826 0.100872 -0.198182 0.576990 0.000281 -0.000560 0.000281
4491.850650 0.935852 1.931732 0.919802 0.018984 0.169760 -0.890902 0.101047 -0.203969 0.591780 0.000281 -0.000570 0.000281
4520.760640 0.929395 1.913709 0.917095 0.019096 0.175301 -0.902987 0.101274 -0.209906 0.606666 0.000283 -0.000581 0.000283
4549.670630 0.922933 1.895702 0.914382 0.019222 0.181014 -0.915298 0.101558 -0.216001 0.622033 0.000284 -0.000592 0.000284
4578.580620 0.916466 1.877712 0.911661 0.019362 0.186904 -0.927615 0.101900 -0.222255 0.637497 0.000285 -0.000603 0.000285
4607.490610 0.909991 1.859736 0.908929 0.019518 0.192977 -0.940164 0.102302 -0.228675 0.653459 0.000286 -0.000615 0.000286
4636.400600 0.903513 1.841764 0.906193 0.019691 0.199240 -0.952717 0.102767 -0.235265 0.669519 0.000287 -0.000626 0.000287
4665.310590 0.897021 1.823795 0.903443 0.019880 0.205701 -0.965508 0.103299 -0.242029 0.686092 0.000289 -0.000638 0.000289
4694.220580 0.890523 1.805825 0.900688 0.020086 0.212366 -0.978301 0.103898 -0.248974 0.702768 0.000291 -0.000650 0.000291
4723.130570 0.884011 1.787849 0.897921 0.020312 0.219242 -0.991336 0.104570 -0.256104 0.719968 0.000292 -0.000662 0.000292
4752.040560 0.877487 1.769864 0.895145 0.020557 0.226339 -1.004373 0.105317 -0.263425 0.737278 0.000294 -0.000675 0.000294
4780.950550 0.870954 1.751871 0.892361 0.020822 0.233663 -1.017655 0.106143 -0.270942 0.755125 0.000296 -0.000688 0.000296
4809.860540 0.864398 1.733853 0.889561 0.021109 0.241226 -1.030940 0.107053 -0.278662 0.773087 0.000298 -0.000701 0.000298
4838.770530 0.857835 1.715825 0.886757 0.021419 0.249033 -1.044473 0.108049 -0.286590 0.791601 0.000301 -0.000715 0.000301
4867.680520 0.851246 1.697757 0.883934 0.021754 0.257099 -1.058008 0.109141 -0.294737 0.810236 0.000303 -0.000728 0.000303
4896.590510 0.844646 1.679673 0.881104 0.022114 0.265430 -1.071797 0.110327 -0.303104 0.829438 0.000306 -0.000743 0.000306
4925.500500 0.838028 1.661560 0.878263 0.022502 0.274038 -1.085585 0.111615 -0.311701 0.848765 0.000309 -0.000757 0.000309
4954.410490 0.831387 1.643408 0.875407 0.022918 0.282935 -1.099633 0.113012 -0.320537 0.868677 0.000311 -0.000772 0.000311
4983.320480 0.824734 1.625234 0.872545 0.023364 0.292130 -1.113678 0.114520 -0.329616 0.888718 0.000315 -0.000786 0.000315
5012.230470 0.818048 1.607000 0.869661 0.023845 0.301643 -1.127988 0.116153 -0.338952 0.909363 0.000318 -0.000802 0.000318
5041.140460 0.811351 1.588748 0.866771 0.024358 0.311477 -1.142294 0.117908 -0.348546 0.930141 0.000321 -0.000818 0.000321
5070.050450 0.804625 1.570438 0.863863 0.024910 0.321655 -1.156871 0.119801 -0.358414 0.951541 0.000325 -0.000833 0.000325
5098.960440 0.797879 1.552089 0.860944 0.025500 0.332186 -1.171441 0.121833 -0.368562 0.973082 0.000329 -0.000850 0.000329
5127.870430 0.791112 1.533696 0.858011 0.026132 0.343087 -1.186287 0.124015 -0.379000 0.995261 0.000334 -0.000867 0.000334
5156.780420 0.784315 1.515242 0.855060 0.026809 0.354379 -1.201126 0.126358 -0.389741 1.017591 0.000338 -0.000884 0.000338
5185.690410 0.777506 1.496766 0.852103 0.027532 0.366066 -1.216244 0.128862 -0.400788 1.040576 0.000343 -0.000901 0.000343
5214.600400 0.770655 1.478201 0.849120 0.028310 0.378187 -1.231356 0.131553 -0.412167 1.063721 0.000348 -0.000919 0.000348
5243.510390 0.763792 1.459612 0.846131 0.029139 0.390741 -1.246752 0.134425 -0.423873 1.087541 0.000353 -0.000938 0.000353
5272.420380 0.756894 1.440959 0.843121 0.030029 0.403762 -1.262139 0.137499 -0.435929 1.111528 0.000359 -0.000957 0.000359
5301.330370 0.749972 1.422253 0.840096 0.030981 0.417265 -1.277816 0.140783 -0.448345 1.136212 0.000364 -0.000976 0.000364
5330.240360 0.743030 1.403503 0.837059 0.031999 0.431272 -1.293482 0.144288 -0.461133 1.161073 0.000371 -0.000996 0.000371
5359.150350 0.736049 1.384676 0.833998 0.033093 0.445818 -1.309445 0.148036 -0.474315 1.186653 0.000377 -0.001017 0.000377
5388.060340 0.729055 1.365824 0.830929 0.034261 0.460909 -1.325395 0.152026 -0.487891 1.212419 0.000384 -0.001038 0.000384
5416.970330 0.722018 1.346884 0.827834 0.035517 0.476598 -1.341647 0.156293 -0.501896 1.238929 0.000391 -0.001059 0.000391
5445.880320 0.714964 1.327909 0.824728 0.036860 0.492891 -1.357885 0.160835 -0.516332 1.265636 0.000399 -0.001081 0.000399
5474.790310 0.707880 1.308871 0.821602 0.038302 0.509832 -1.374431 0.165681 -0.531223 1.293110 0.000407 -0.001104 0.000407
5503.700300 0.700765 1.289774 0.818456 0.039850 0.527452 -1.390962 0.170846 -0.546588 1.320795 0.000416 -0.001127 0.000416
5532.610290 0.693632 1.270642 0.815298 0.041508 0.545774 -1.407805 0.176343 -0.562438 1.349271 0.000425 -0.001151 0.000425
5561.520280 0.686455 1.251431 0.812111 0.043294 0.564859 -1.424634 0.182209 -0.578808 1.377974 0.000434 -0.001175 0.000434
5590.430270 0.679268 1.232200 0.808918 0.045205 0.584714 -1.441780 0.188443 -0.595699 1.407495 0.000444 -0.001200 0.000444
5619.340260 0.662991 1.215747 0.805695 0.047291 0.605453 -1.458912 0.195968 -0.608407 1.437300 0.000458 -0.001217 0.000458
5648.250250 0.642425 1.200737 0.802455 0.049536 0.627064 -1.476376 0.204433 -0.618833 1.468143 0.000473 -0.001228 0.000473
5677.160240 0.622177 1.185705 0.799197 0.051947 0.649594 -1.493832 0.213468 -0.629287 1.499461 0.000490 -0.001238 0.000490
5706.070230 0.483726 0.997969 0.725625 0.126176 0.857616 -1.511649 0.342588 -0.714578 1.532620 0.000783 -0.001389 0.000783
5734.980220 0.479035 0.987167 0.724402 0.127979 0.882920 -1.529491 0.350727 -0.731469 1.569465 0.000792 -0.001409 0.000792
5763.890210 0.474371 0.976437 0.723178 0.129854 0.908906 -1.547608 0.359214 -0.748636 1.607097 0.000800 -0.001429 0.000800
5792.800200 0.459173 0.946661 0.717880 0.144350 0.964265 -1.565839 0.384978 -0.778523 1.645449 0.000847 -0.001472 0.000847
5821.710190 0.440968 0.911369 0.711255 0.165114 1.034048 -1.584356 0.418766 -0.814162 1.685290 0.000909 -0.001524 0.000909
5850.620180 0.423241 0.876949 0.704631 0.188608 1.109965 -1.603000 0.455611 -0.851714 1.726439 0.000975 -0.001579 0.000975
5879.530170 0.405987 0.843396 0.698006 0.215188 1.192643 -1.621953 0.495851 -0.891281 1.769259 0.001045 -0.001636 0.001045
5908.440160 0.389195 0.810692 0.691381 0.245274 1.282817 -1.641051 0.539889 -0.932983 1.813552 0.001121 -0.001695 0.001121
5937.350150 0.372861 0.778825 0.684756 0.279338 1.381290 -1.660484 0.588168 -0.976937 1.859701 0.001201 -0.001756 0.001201
5966.260140 0.356978 0.747787 0.678131 0.317923 1.488969 -1.680088 0.641194 -1.023265 1.907518 0.001288 -0.001820 0.001288
5995.170130 0.311858 0.667541 0.641606 0.476133 1.810214 -1.700093 0.800610 -1.137031 1.960154 0.001588 -0.001995 0.001588
6024.080120 0.307695 0.654296 0.638467 0.494281 1.885585 -1.720400 0.835137 -1.173398 2.014560 0.001624 -0.002035 0.001624
6052.990110 0.303569 0.641218 0.635328 0.513343 1.964135 -1.741049 0.871470 -1.210735 2.070209 0.001661 -0.002076 0.001661
6081.900100 0.299481 0.628309 0.632189 0.533363 2.045990 -1.761985 0.909706 -1.249051 2.127028 0.001699 -0.002117 0.001699
6110.810090 0.295428 0.615563 0.629050 0.554410 2.131323 -1.783278 0.949962 -1.288373 2.185141 0.001739 -0.002158 0.001739
6139.720080 0.291414 0.602987 0.625912 0.576517 2.220245 -1.804874 0.992335 -1.328697 2.244477 0.001780 -0.002200 0.001780
6168.630070 0.257526 0.498335 0.611164 1.002729 2.957129 -1.827131 1.303535 -1.619436 2.309830 0.002284 -0.002644 0.002284
6197.540060 0.259009 0.500913 0.611736 0.959969 2.963428 -1.849844 1.320338 -1.628419 2.377340 0.002257 -0.002625 0.002257
6226.450050 0.260499 0.503497 0.612307 0.918522 2.969601 -1.872906 1.335307 -1.637312 2.445296 0.002228 -0.002606 0.002228
6255.360040 0.261993 0.506091 0.612879 0.878353 2.975637 -1.896307 1.348497 -1.646106 2.513687 0.002199 -0.002586 0.002199
6284.270030 0.263492 0.508693 0.613450 0.839436 2.981539 -1.920038 1.359964 -1.654803 2.582503 0.002168 -0.002567 0.002168
6313.180020 0.264997 0.511302 0.614021 0.801755 2.987327 -1.944089 1.369769 -1.663415 2.651731 0.002136 -0.002549 0.002136
6342.090010 0.266507 0.513921 0.614593 0.765270 2.992984 -1.968450 1.377958 -1.671930 2.721362 0.002103 -0.002530 0.002103
6371.000000 0.104151 0.203285 0.415164 10.329245 14.392358 -2.000756 5.292644 -3.696002 2.846212 0.007826 -0.005465 0.007826
