------------------------------------------------------ 
:: Load Love Number Partial Derivatives 
:: Computed at 11:33PM on March 14, 2024
------------------------------------------------------ 
n = 3 | Normalization: mu,kappa = (R_sc*(L_sc**2)*(T_sc**(-2))); rho = R_sc 
    L_sc = 6371000.0 | R_sc = 5500.0 | T_sc = 934.5127555294843 | pi*G = 1.0
 Radius(km)  Mu[non-dim]  Kappa[non-dim]  Rho[non-dim]  dhl_dmu  dhl_dK  dhl_drho  dll_dmu  dll_dK  dll_drho  dkl_dmu  dkl_dK  dkl_drho 
5445.880320 0.714964 1.327909 0.824728 0.622348 1.223428 -4.578382 0.322587 -0.362216 0.564798 0.224982 0.106827 -0.952502
5474.790310 0.707880 1.308871 0.821602 0.588043 1.291494 -4.645651 0.326281 -0.381274 0.583397 0.213210 0.112637 -0.968855
5503.700300 0.700765 1.289774 0.818456 0.553670 1.362987 -4.713007 0.329110 -0.401244 0.602264 0.201275 0.118671 -0.985118
5532.610290 0.693632 1.270642 0.815298 0.519308 1.438059 -4.783058 0.330987 -0.422165 0.622228 0.189195 0.124936 -1.001781
5561.520280 0.686455 1.251431 0.812111 0.485095 1.516963 -4.853275 0.331866 -0.444096 0.642499 0.177005 0.131441 -1.018345
5590.430270 0.679268 1.232200 0.808918 0.451090 1.599823 -4.926320 0.331629 -0.467071 0.663922 0.164718 0.138189 -1.035310
5619.340260 0.662991 1.215747 0.805695 0.427254 1.683365 -4.999529 0.336636 -0.487462 0.685726 0.155932 0.144603 -1.052156
5648.250250 0.642425 1.200737 0.802455 0.407740 1.768245 -5.075350 0.344007 -0.506509 0.708894 0.148599 0.150728 -1.069358
5677.160240 0.622177 1.185705 0.799197 0.387432 1.856184 -5.151129 0.350444 -0.525962 0.732631 0.140865 0.156802 -1.086390
5706.070230 0.483726 0.997969 0.725625 0.606968 2.392935 -5.229255 0.592491 -0.611111 0.758412 0.193329 0.192862 -1.103957
5734.980220 0.479035 0.987167 0.724402 0.555125 2.494294 -5.305273 0.584454 -0.637993 0.787247 0.174701 0.198709 -1.122125
5763.890210 0.474371 0.976437 0.723178 0.504227 2.599461 -5.384004 0.573947 -0.665819 0.817316 0.156209 0.204627 -1.140565
5792.800200 0.459173 0.946661 0.717880 0.484816 2.780739 -5.464102 0.593197 -0.705934 0.848391 0.143723 0.215266 -1.159074
5821.710190 0.440968 0.911369 0.711255 0.476680 3.001171 -5.546759 0.623676 -0.752463 0.881311 0.132384 0.227846 -1.178047
5850.620180 0.423241 0.876949 0.704631 0.470288 3.240123 -5.630734 0.655301 -0.802078 0.915779 0.120111 0.240874 -1.197257
5879.530170 0.405987 0.843396 0.698006 0.466071 3.499370 -5.717553 0.688088 -0.854987 0.952337 0.106832 0.254336 -1.216993
5908.440160 0.389195 0.810692 0.691381 0.464572 3.780971 -5.805983 0.722087 -0.911422 0.990683 0.092471 0.268214 -1.237019
5937.350150 0.372861 0.778825 0.684756 0.466399 4.087170 -5.897605 0.757320 -0.971628 1.031386 0.076942 0.282481 -1.257637
5966.260140 0.356978 0.747787 0.678131 0.472269 4.420485 -5.991185 0.793812 -1.035860 1.074157 0.060148 0.297099 -1.278613
5995.170130 0.311858 0.667541 0.641606 0.680129 5.301934 -6.087623 1.031236 -1.169522 1.122113 0.054844 0.337318 -1.301091
6024.080120 0.307695 0.654296 0.638467 0.637508 5.562197 -6.187285 1.008769 -1.229230 1.172459 0.029248 0.345375 -1.324075
6052.990110 0.303569 0.641218 0.635328 0.598139 5.835158 -6.290774 0.982148 -1.291532 1.224787 0.004144 0.353356 -1.347436
6081.900100 0.299481 0.628309 0.632189 0.562346 6.121377 -6.397741 0.951041 -1.356517 1.279003 -0.020371 0.361225 -1.371079
6110.810090 0.295428 0.615563 0.629050 0.530511 6.421543 -6.508833 0.915132 -1.424295 1.335320 -0.044195 0.368946 -1.395094
6139.720080 0.291414 0.602987 0.625912 0.502983 6.736187 -6.623700 0.874049 -1.494944 1.393643 -0.067215 0.376471 -1.419385
6168.630070 0.257526 0.498335 0.611164 1.076871 8.846998 -6.745617 1.228439 -1.844632 1.458718 -0.116300 0.459885 -1.446663
6197.540060 0.259009 0.500913 0.611736 0.944323 8.951411 -6.872658 1.126442 -1.890294 1.526882 -0.138380 0.453668 -1.474806
6226.450050 0.260499 0.503497 0.612307 0.823846 9.058815 -7.003966 1.015689 -1.936653 1.596475 -0.157008 0.447543 -1.502858
6255.360040 0.261993 0.506091 0.612879 0.716050 9.169173 -7.139567 0.895810 -1.983710 1.667483 -0.172018 0.441502 -1.530776
6284.270030 0.263492 0.508693 0.613450 0.621581 9.282497 -7.279479 0.766434 -2.031485 1.739895 -0.183236 0.435540 -1.558515
6313.180020 0.264997 0.511302 0.614021 0.541119 9.398854 -7.423723 0.627204 -2.080003 1.813695 -0.190482 0.429653 -1.586029
6342.090010 0.266507 0.513921 0.614593 0.475332 9.518189 -7.572306 0.477740 -2.129267 1.888871 -0.193564 0.423834 -1.613267
6371.000000 0.104151 0.203285 0.415164 17.253419 39.079245 -7.788675 4.793387 -4.508735 2.029920 -1.031590 0.853033 -1.669502
