------------------------------------------------------ 
:: Load Love Number Partial Derivatives 
:: Computed at 11:33PM on March 14, 2024
------------------------------------------------------ 
n = 4 | Normalization: mu,kappa = (R_sc*(L_sc**2)*(T_sc**(-2))); rho = R_sc 
    L_sc = 6371000.0 | R_sc = 5500.0 | T_sc = 934.5127555294843 | pi*G = 1.0
 Radius(km)  Mu[non-dim]  Kappa[non-dim]  Rho[non-dim]  dhl_dmu  dhl_dK  dhl_drho  dll_dmu  dll_dK  dll_drho  dkl_dmu  dkl_dK  dkl_drho 
4231.660740 0.994014 2.095796 0.943858 1.296180 0.019926 -2.716162 -0.109721 -0.007532 0.142585 0.301405 -0.002141 -0.271548
4260.570730 0.987532 2.077354 0.941206 1.320238 0.024022 -2.752877 -0.107865 -0.008715 0.145172 0.307465 -0.002057 -0.277937
4289.480720 0.981054 2.058945 0.938552 1.343658 0.028542 -2.789157 -0.105672 -0.009998 0.147639 0.313399 -0.001936 -0.284391
4318.390710 0.974587 2.040634 0.935890 1.366351 0.033501 -2.825894 -0.103128 -0.011388 0.150297 0.319188 -0.001779 -0.291002
4347.300700 0.968124 2.022365 0.933224 1.388265 0.038917 -2.862202 -0.100218 -0.012888 0.152842 0.324820 -0.001585 -0.297685
4376.210690 0.961666 2.004156 0.930553 1.409333 0.044809 -2.899000 -0.096932 -0.014503 0.155592 0.330280 -0.001354 -0.304536
4405.120680 0.955211 1.985997 0.927874 1.429497 0.051198 -2.935375 -0.093256 -0.016241 0.158236 0.335554 -0.001087 -0.311467
4434.030670 0.948758 1.967862 0.925191 1.448703 0.058106 -2.972274 -0.089181 -0.018105 0.161103 0.340631 -0.000782 -0.318577
4462.940660 0.942305 1.949790 0.922499 1.466896 0.065558 -3.008759 -0.084697 -0.020104 0.163871 0.345498 -0.000440 -0.325774
4491.850650 0.935852 1.931732 0.919802 1.484028 0.073580 -3.045803 -0.079794 -0.022244 0.166879 0.350141 -0.000060 -0.333160
4520.760640 0.929395 1.913709 0.917095 1.500051 0.082200 -3.082446 -0.074465 -0.024532 0.169798 0.354552 0.000359 -0.340641
4549.670630 0.922933 1.895702 0.914382 1.514917 0.091448 -3.119686 -0.068701 -0.026976 0.172977 0.358716 0.000817 -0.348321
4578.580620 0.916466 1.877712 0.911661 1.528574 0.101356 -3.156538 -0.062496 -0.029584 0.176077 0.362622 0.001315 -0.356103
4607.490610 0.909991 1.859736 0.908929 1.540982 0.111959 -3.194030 -0.055843 -0.032365 0.179456 0.366259 0.001855 -0.364094
4636.400600 0.903513 1.841764 0.906193 1.552076 0.123293 -3.231152 -0.048737 -0.035329 0.182769 0.369610 0.002436 -0.372195
4665.310590 0.897021 1.823795 0.903443 1.561835 0.135397 -3.268958 -0.041175 -0.038484 0.186385 0.372669 0.003060 -0.380514
4694.220580 0.890523 1.805825 0.900688 1.570191 0.148311 -3.306415 -0.033151 -0.041843 0.189948 0.375418 0.003729 -0.388950
4723.130570 0.884011 1.787849 0.897921 1.577116 0.162082 -3.344605 -0.024665 -0.045415 0.193837 0.377849 0.004443 -0.397612
4752.040560 0.877487 1.769864 0.895145 1.582555 0.176755 -3.382471 -0.015715 -0.049212 0.197689 0.379947 0.005204 -0.406398
4780.950550 0.870954 1.751871 0.892361 1.586453 0.192380 -3.421123 -0.006301 -0.053247 0.201892 0.381695 0.006013 -0.415420
4809.860540 0.864398 1.733853 0.889561 1.588802 0.209011 -3.459481 0.003575 -0.057533 0.206077 0.383089 0.006872 -0.424572
4838.770530 0.857835 1.715825 0.886757 1.589512 0.226702 -3.498684 0.013911 -0.062083 0.210640 0.384106 0.007782 -0.433967
4867.680520 0.851246 1.697757 0.883934 1.588595 0.245517 -3.537626 0.024700 -0.066914 0.215205 0.384743 0.008746 -0.443497
4896.590510 0.844646 1.679673 0.881104 1.585963 0.265515 -3.577477 0.035938 -0.072039 0.220178 0.384977 0.009764 -0.453280
4925.500500 0.838028 1.661560 0.878263 1.581598 0.286765 -3.617107 0.047616 -0.077475 0.225174 0.384799 0.010839 -0.463201
4954.410490 0.831387 1.643408 0.875407 1.575472 0.309340 -3.657715 0.059722 -0.083240 0.230612 0.384198 0.011973 -0.473382
4983.320480 0.824734 1.625234 0.872545 1.567514 0.333309 -3.698147 0.072244 -0.089352 0.236096 0.383152 0.013167 -0.483707
5012.230470 0.818048 1.607000 0.869661 1.557762 0.358767 -3.739635 0.085168 -0.095831 0.242058 0.381665 0.014425 -0.494297
5041.140460 0.811351 1.588748 0.866771 1.546106 0.385782 -3.780998 0.098474 -0.102696 0.248092 0.379705 0.015747 -0.505034
5070.050450 0.804625 1.570438 0.863863 1.532587 0.414459 -3.823500 0.112143 -0.109970 0.254642 0.377275 0.017136 -0.516042
5098.960440 0.797879 1.552089 0.860944 1.517140 0.444885 -3.865936 0.126150 -0.117676 0.261295 0.374354 0.018595 -0.527200
5127.870430 0.791112 1.533696 0.858011 1.499759 0.477165 -3.909602 0.140467 -0.125837 0.268503 0.370933 0.020126 -0.538632
5156.780420 0.784315 1.515242 0.855060 1.480458 0.511416 -3.953269 0.155066 -0.134481 0.275848 0.367006 0.021731 -0.550215
5185.690410 0.777506 1.496766 0.852103 1.459160 0.547730 -3.998263 0.169908 -0.143631 0.283791 0.362550 0.023412 -0.562077
5214.600400 0.770655 1.478201 0.849120 1.435970 0.586268 -4.043335 0.184961 -0.153322 0.291906 0.357578 0.025174 -0.574088
5243.510390 0.763792 1.459612 0.846131 1.410784 0.627120 -4.089842 0.200173 -0.163578 0.300668 0.352058 0.027016 -0.586381
5272.420380 0.756894 1.440959 0.843121 1.383690 0.670450 -4.136509 0.215505 -0.174435 0.309641 0.346001 0.028943 -0.598821
5301.330370 0.749972 1.422253 0.840096 1.354671 0.716398 -4.184730 0.230899 -0.185927 0.319312 0.339392 0.030958 -0.611543
5330.240360 0.743030 1.403503 0.837059 1.323739 0.765110 -4.233203 0.246296 -0.198087 0.329235 0.332223 0.033061 -0.624410
5359.150350 0.736049 1.384676 0.833998 1.290990 0.816782 -4.283359 0.261640 -0.210958 0.339912 0.324506 0.035258 -0.637556
5388.060340 0.729055 1.365824 0.830929 1.256377 0.871545 -4.333870 0.276847 -0.224574 0.350889 0.316218 0.037547 -0.650842
5416.970330 0.722018 1.346884 0.827834 1.220064 0.929646 -4.386204 0.291859 -0.238987 0.362678 0.307383 0.039936 -0.664406
5445.880320 0.714964 1.327909 0.824728 1.182021 0.991234 -4.439008 0.306575 -0.254234 0.374817 0.297984 0.042424 -0.678101
5474.790310 0.707880 1.308871 0.821602 1.142380 1.056552 -4.493784 0.320915 -0.270367 0.387832 0.288037 0.045014 -0.692068
5503.700300 0.700765 1.289774 0.818456 1.101224 1.125826 -4.549158 0.334779 -0.287438 0.401252 0.277546 0.047709 -0.706157
5532.610290 0.693632 1.270642 0.815298 1.058616 1.199268 -4.606668 0.348052 -0.305494 0.415616 0.266513 0.050509 -0.720510
5561.520280 0.686455 1.251431 0.812111 1.014762 1.277199 -4.664917 0.360637 -0.324605 0.430446 0.254970 0.053419 -0.734974
5590.430270 0.679268 1.232200 0.808918 0.969685 1.359812 -4.725478 0.372383 -0.344816 0.446292 0.242908 0.056437 -0.749691
5619.340260 0.662991 1.215747 0.805695 0.942604 1.448920 -4.786823 0.390507 -0.364263 0.462691 0.235297 0.059952 -0.764506
5648.250250 0.642425 1.200737 0.802455 0.922670 1.543192 -4.850204 0.412268 -0.383467 0.480291 0.229393 0.063673 -0.779571
5677.160240 0.622177 1.185705 0.799197 0.899979 1.642000 -4.914155 0.434026 -0.403331 0.498624 0.222620 0.067372 -0.794726
5706.070230 0.483726 0.997969 0.725625 1.456197 2.241509 -4.979431 0.674824 -0.490354 0.518685 0.330967 0.097358 -0.810378
5734.980220 0.479035 0.987167 0.724402 1.373641 2.350988 -5.041342 0.685988 -0.515999 0.541303 0.309101 0.099513 -0.827310
5763.890210 0.474371 0.976437 0.723178 1.290033 2.465697 -5.106080 0.694702 -0.542801 0.565222 0.286722 0.101643 -0.844459
5792.800200 0.459173 0.946661 0.717880 1.279988 2.665680 -5.172720 0.731416 -0.581886 0.590321 0.276926 0.107520 -0.861796
5821.710190 0.440968 0.911369 0.711255 1.295698 2.910991 -5.241760 0.779550 -0.627642 0.617240 0.270357 0.114838 -0.879605
5850.620180 0.423241 0.876949 0.704631 1.313619 3.179305 -5.312494 0.829655 -0.676893 0.645831 0.262597 0.122369 -0.897827
5879.530170 0.405987 0.843396 0.698006 1.334298 3.472978 -5.386013 0.881675 -0.729904 0.676528 0.253543 0.130081 -0.916578
5908.440160 0.389195 0.810692 0.691381 1.358471 3.794742 -5.461654 0.935567 -0.786970 0.709190 0.243097 0.137934 -0.935791
5937.350150 0.372861 0.778825 0.684756 1.386941 4.147585 -5.540569 0.991221 -0.848401 0.744279 0.231146 0.145877 -0.955589
5966.260140 0.356978 0.747787 0.678131 1.420680 4.534871 -5.622126 1.048495 -0.914528 0.781678 0.217573 0.153841 -0.975909
5995.170130 0.311858 0.667541 0.641606 1.889693 5.566070 -5.705667 1.319063 -1.053557 0.824071 0.251741 0.183489 -0.998086
6024.080120 0.307695 0.654296 0.638467 1.805507 5.873067 -5.793287 1.314384 -1.115736 0.869171 0.217080 0.184568 -1.020821
6052.990110 0.303569 0.641218 0.635328 1.724282 6.197711 -5.885897 1.303343 -1.181158 0.916662 0.182379 0.185261 -1.043853
6081.900100 0.299481 0.628309 0.632189 1.646730 6.540919 -5.983431 1.285167 -1.249967 0.966529 0.147795 0.185509 -1.067126
6110.810090 0.295428 0.615563 0.629050 1.573718 6.903770 -6.086509 1.259055 -1.322326 1.018978 0.113514 0.185250 -1.090648
6139.720080 0.291414 0.602987 0.625912 1.506103 7.287188 -6.195081 1.224115 -1.398373 1.073995 0.079744 0.184409 -1.114359
6168.630070 0.257526 0.498335 0.611164 2.537848 9.747983 -6.310891 1.585317 -1.752199 1.136001 0.085420 0.230517 -1.141352
6197.540060 0.259009 0.500913 0.611736 2.280840 9.901230 -6.433672 1.482189 -1.806725 1.201721 0.040344 0.218033 -1.169167
6226.450050 0.260499 0.503497 0.612307 2.041555 10.061201 -6.563264 1.364450 -1.862656 1.269644 -0.000628 0.205548 -1.196647
6255.360040 0.261993 0.506091 0.612879 1.821745 10.227917 -6.699807 1.231101 -1.920021 1.339778 -0.037142 0.193042 -1.223706
6284.270030 0.263492 0.508693 0.613450 1.623295 10.401450 -6.843433 1.081123 -1.978866 1.412131 -0.068816 0.180502 -1.250256
6313.180020 0.264997 0.511302 0.614021 1.448218 10.581937 -6.994270 0.913491 -2.039245 1.486710 -0.095239 0.167912 -1.276200
6342.090010 0.266507 0.513921 0.614593 1.298578 10.769391 -7.152429 0.727140 -2.101186 1.563518 -0.115972 0.155257 -1.301435
6371.000000 0.104151 0.203285 0.415164 25.694563 47.337749 -7.373833 5.219609 -4.612832 1.707513 -0.437506 0.306633 -1.358099
